,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url
3002,,Feature,Atrium,Green Bay,Wisconsin,-88.0604814286,44.5019172148,7,http://mw2.google.com/mw-panoramio/photos/small/38498414.jpg
3003,,Feature,Brown County Courthouse,Green Bay,Wisconsin,-88.0140112612,44.5129555866,8,http://mw2.google.com/mw-panoramio/photos/small/45317224.jpg
3004,2 hours,Feature,Green Bay Botanical Garden,Green Bay,Wisconsin,-88.0984940556,44.5311467881,9,http://mw2.google.com/mw-panoramio/photos/small/11914452.jpg
3005,,Feature,Downtown Green Bay,Green Bay,Wisconsin,-88.01478328,44.5152971081,10,https://farm8.staticflickr.com/7298/9179640549_28417434f7_q.jpg
3006,,Feature,Packers,Green Bay,Wisconsin,-88.06224775,44.5013125941,11,https://farm9.staticflickr.com/8490/8241666742_13e493d022_q.jpg
3007,,Feature,Aaron Rodgers,Green Bay,Wisconsin,-88.0622000489,44.5012047307,12,https://farm3.staticflickr.com/2791/4244842775_b4c906f07d_q.jpg
3008,1 hour,Feature,Bay Beach Amusement Park,Green Bay,Wisconsin,-87.9811932839,44.531581075,13,http://mw2.google.com/mw-panoramio/photos/small/54655355.jpg
3009,,Feature,Fall at UW-Green Bay,Green Bay,Wisconsin,-87.9211809444,44.5319780224,14,http://mw2.google.com/mw-panoramio/photos/small/36801698.jpg
3010,,Feature,UWGB,Green Bay,Wisconsin,-87.921461642,44.5317539654,15,http://mw2.google.com/mw-panoramio/photos/small/11264906.jpg
3011,,Feature,Pamperin Park,Green Bay,Wisconsin,-88.1019622083,44.5455210853,16,http://mw2.google.com/mw-panoramio/photos/small/86258442.jpg
3012,,Feature,Charles Woodson,Green Bay,Wisconsin,-88.0620764722,44.5012040565,17,https://farm5.staticflickr.com/4027/4230967253_e664bba72c_q.jpg
3013,,Feature,Pacifica,Daly City,California,-122.492647032,37.6517628346,1,http://mw2.google.com/mw-panoramio/photos/small/62006427.jpg
3014,,Feature,Cow Palace,Daly City,California,-122.419210565,37.7068810854,2,http://mw2.google.com/mw-panoramio/photos/small/65975894.jpg
3015,45 min,Feature,Fort Funston,Daly City,California,-122.498812857,37.7002464708,3,http://mw2.google.com/mw-panoramio/photos/small/6659879.jpg
3016,,Feature,South San Francisco City Hall,Daly City,California,-122.413081778,37.6559574446,4,http://mw2.google.com/mw-panoramio/photos/small/16448852.jpg
3017,,Feature,Sign Hill,Daly City,California,-122.41810055,37.6636846039,5,http://mw2.google.com/mw-panoramio/photos/small/107304674.jpg
3018,10 min to 1 hr,Feature,Thornton State Beach,Daly City,California,-122.497842867,37.6977838592,6,http://mw2.google.com/mw-panoramio/photos/small/27329231.jpg
3019,,Feature,Mussel Rock,Daly City,California,-122.4957451,37.6671145015,7,http://mw2.google.com/mw-panoramio/photos/small/95918876.jpg
3020,,Feature,Daly City CA,Daly City,California,-122.470281907,37.6862982086,8,http://mw2.google.com/mw-panoramio/photos/small/67552385.jpg
3021,,Feature,Coventry Carolers,Daly City,California,-122.418125333,37.7063590007,9,
3022,15 min to 1 hr,Feature,Warner Bros Studios,Burbank,California,-118.338408976,34.1496957809,1,http://mw2.google.com/mw-panoramio/photos/small/75225431.jpg
3023,2 hours,Feature,Los Angeles Zoo,Burbank,California,-118.2858674,34.1483578115,2,http://mw2.google.com/mw-panoramio/photos/small/74419302.jpg
3024,,Feature,Meerkat,Burbank,California,-118.286274976,34.1486136045,3,https://farm4.staticflickr.com/3441/3874961741_a618692bb4_q.jpg
3025,,Feature,Giraffe,Burbank,California,-118.287257667,34.1483513765,4,https://farm4.staticflickr.com/3091/3192350726_4ca3941197_q.jpg
3026,,Feature,Bob's Big Boy,Burbank,California,-118.346206648,34.1524156966,5,https://farm4.staticflickr.com/3148/2682497367_a9b22d365a_q.jpg
3027,,Feature,Gorilla,Burbank,California,-118.287447506,34.1480692495,6,https://farm3.staticflickr.com/2497/3874974477_a1e9776935_q.jpg
3028,,Feature,Zebra,Burbank,California,-118.287708174,34.1480032524,7,https://farm2.staticflickr.com/1029/1331463649_2d87fa6458_q.jpg
3029,,Feature,Koala,Burbank,California,-118.2868322,34.1481310113,8,https://farm4.staticflickr.com/3255/2665858769_1c2359f306_q.jpg
3030,,Feature,Flamingo,Burbank,California,-118.287048711,34.1476770536,9,http://mw2.google.com/mw-panoramio/photos/small/9168334.jpg
3031,,Feature,Central Perk,Burbank,California,-118.338840065,34.1486903542,10,https://farm4.staticflickr.com/3723/9638059307_08df7063a3_q.jpg
3032,,Feature,Tiger,Burbank,California,-118.288399596,34.1486065063,11,https://farm4.staticflickr.com/3506/3875023227_1a048a7efb_q.jpg
3033,,Feature,Kwik-E-Mart,Burbank,California,-118.322967633,34.1678313334,12,http://mw2.google.com/mw-panoramio/photos/small/14274564.jpg
3034,,Feature,Bob's,Burbank,California,-118.346213214,34.1524427858,13,https://farm1.staticflickr.com/161/376589409_f31d6a31f2_q.jpg
3035,2 hours,Feature,L.A. Zoo,Burbank,California,-118.287005887,34.148491199,14,http://mw2.google.com/mw-panoramio/photos/small/417608.jpg
3036,,Feature,Komodo Dragon,Burbank,California,-118.287056692,34.1483015554,15,https://farm4.staticflickr.com/3513/3875759540_5f244c1349_q.jpg
3037,,Feature,Downtown Burbank,Burbank,California,-118.310133616,34.1811704197,16,http://mw2.google.com/mw-panoramio/photos/small/109181951.jpg
3038,,Feature,Chili John's,Burbank,California,-118.333753145,34.1800990182,17,
3039,,Feature,Gerenuk,Burbank,California,-118.289675909,34.147184916,18,https://farm4.staticflickr.com/3400/3495265832_4a88622c07_q.jpg
3040,,Feature,Chimpanzee,Burbank,California,-118.2869436,34.14901921,19,https://farm4.staticflickr.com/3529/3192351918_c8a3bd7b28_q.jpg
3041,,Feature,The Blue Room,Burbank,California,-118.300451,34.1748495006,20,https://farm1.staticflickr.com/85/212641685_61b8eeaa14_q.jpg
3042,,Feature,Walt Disney Studios,Burbank,California,-118.3259698,34.1586362678,21,http://mw2.google.com/mw-panoramio/photos/small/62664552.jpg
3043,,Feature,Pompano Beach,Pompano Beach,Florida,-80.0882380437,26.235118538,1,http://mw2.google.com/mw-panoramio/photos/small/698916.jpg
3044,2 hours,Feature,Butterfly World,Pompano Beach,Florida,-80.1712940536,26.2683389326,2,http://mw2.google.com/mw-panoramio/photos/small/20475553.jpg
3045,,Feature,Hillsboro Inlet,Pompano Beach,Florida,-80.0837076583,26.2603149006,3,http://mw2.google.com/mw-panoramio/photos/small/6210004.jpg
3046,,Feature,Hillsboro Lighthouse,Pompano Beach,Florida,-80.0807790556,26.2592031667,4,http://mw2.google.com/mw-panoramio/photos/small/9783585.jpg
3047,1 hour,Feature,Pompano Pier,Pompano Beach,Florida,-80.0888282776,26.2353317504,5,http://mw2.google.com/mw-panoramio/photos/small/42512706.jpg
3048,,Feature,Lighthouse Point,Pompano Beach,Florida,-80.0812823125,26.259293251,6,http://mw2.google.com/mw-panoramio/photos/small/28334195.jpg
3049,2.5 hours,Feature,Magnolia Plantation,North Charleston,South Carolina,-80.0838182135,32.876510254,1,http://mw2.google.com/mw-panoramio/photos/small/15230141.jpg
3050,,Feature,Middleton Place,North Charleston,South Carolina,-80.1361773098,32.8995886652,2,http://mw2.google.com/mw-panoramio/photos/small/71963079.jpg
3051,2 hours,Feature,Drayton Hall,North Charleston,South Carolina,-80.0763152386,32.8709232728,3,http://mw2.google.com/mw-panoramio/photos/small/103355977.jpg
3052,2.5 hours,Feature,Magnolia Gardens,North Charleston,South Carolina,-80.0837832963,32.8766759031,4,http://mw2.google.com/mw-panoramio/photos/small/61881703.jpg
3053,,Feature,Audubon Swamp,North Charleston,South Carolina,-80.0872315625,32.8718152505,5,http://mw2.google.com/mw-panoramio/photos/small/50126255.jpg
3054,,Feature,Riverfront Park,North Charleston,South Carolina,-79.9655134857,32.8689151831,6,http://mw2.google.com/mw-panoramio/photos/small/63714008.jpg
3055,,Feature,Fort Dorchester,North Charleston,South Carolina,-80.170313,32.9472117222,7,http://mw2.google.com/mw-panoramio/photos/small/59014492.jpg
3056,,Feature,Middleton Gardens,North Charleston,South Carolina,-80.1367063333,32.9007648875,8,http://mw2.google.com/mw-panoramio/photos/small/50661725.jpg
3057,,Feature,Boulder Theater,Boulder,Colorado,-105.27748858,40.0191336884,1,http://mw2.google.com/mw-panoramio/photos/small/8044575.jpg
3058,20 min to 1.5 hr,Feature,Downtown Boulder,Boulder,Colorado,-105.279429577,40.0177820299,2,http://mw2.google.com/mw-panoramio/photos/small/13039440.jpg
3059,,Feature,Pearl Street,Boulder,Colorado,-105.27939728,40.0180322121,3,http://mw2.google.com/mw-panoramio/photos/small/89952734.jpg
3060,1 hour,Feature,Chautauqua Park,Boulder,Colorado,-105.282713273,39.9988487274,4,
3061,,Feature,NCAR,Boulder,Colorado,-105.275928141,39.9783627768,5,http://mw2.google.com/mw-panoramio/photos/small/31998897.jpg
3062,,Feature,CU Boulder,Boulder,Colorado,-105.272178012,40.0085251863,6,http://mw2.google.com/mw-panoramio/photos/small/102983906.jpg
3063,,Feature,Boulder Dushanbe Tea House,Boulder,Colorado,-105.27740922,40.01546278,7,http://mw2.google.com/mw-panoramio/photos/small/29379472.jpg
3064,2 hours,Feature,Boulder Public Library,Boulder,Colorado,-105.28145265,40.0141372507,8,http://mw2.google.com/mw-panoramio/photos/small/18814754.jpg
3065,,Feature,Folsom Field,Boulder,Colorado,-105.2666492,40.0087351024,9,http://mw2.google.com/mw-panoramio/photos/small/8693958.jpg
3066,,Feature,University of Colorado,Boulder,Colorado,-105.271031079,40.0079184922,10,http://mw2.google.com/mw-panoramio/photos/small/25710360.jpg
3067,,Feature,Royal Arch,Boulder,Colorado,-105.291447292,39.9820676107,11,http://mw2.google.com/mw-panoramio/photos/small/10017105.jpg
3068,,Feature,Hotel Boulderado,Boulder,Colorado,-105.279288222,40.019423,12,http://mw2.google.com/mw-panoramio/photos/small/35653409.jpg
3069,,Feature,Macky Auditorium,Boulder,Colorado,-105.272649259,40.0098290045,13,
3070,,Feature,TechStars,Boulder,Colorado,-105.277351333,40.0176576146,14,https://farm4.staticflickr.com/3593/3325989363_22ac81905b_q.jpg
3071,30 min to 1.5 hr,Feature,Boulder Farmer's Market,Boulder,Colorado,-105.2777125,40.0154378755,15,https://farm6.staticflickr.com/5186/5578743036_1e6b7c0fe2_q.jpg
3072,,Feature,Fox Theater,Boulder,Colorado,-105.276319286,40.0079527858,16,http://mw2.google.com/mw-panoramio/photos/small/24447275.jpg
3073,15 min to 1 hr,Feature,Walden Ponds,Boulder,Colorado,-105.184831179,40.0448407624,17,http://mw2.google.com/mw-panoramio/photos/small/56514434.jpg
3074,,Feature,Loves me some @pug @igniteboulder,Boulder,Colorado,-105.277306167,40.0191815,18,https://farm3.staticflickr.com/2543/3684992005_3fd87b5e75_q.jpg
3075,,Feature,Boulder CO,Boulder,Colorado,-105.278154969,40.0179478494,19,http://mw2.google.com/mw-panoramio/photos/small/28084642.jpg
3076,,Feature,Central Boulder,Boulder,Colorado,-105.278695633,40.017121244,20,http://mw2.google.com/mw-panoramio/photos/small/87044171.jpg
3077,,Feature,Life at the #BolderBoulder,Boulder,Colorado,-105.266838765,40.0093910592,21,http://mw2.google.com/mw-panoramio/photos/small/6855643.jpg
3078,45 min to 2.5 hr,Feature,City Place,West Palm Beach,Florida,-80.0567536111,26.7078150477,1,http://mw2.google.com/mw-panoramio/photos/small/60125879.jpg
3079,1.5 hours,Feature,Flagler Museum,West Palm Beach,Florida,-80.0435156182,26.7138341459,2,http://mw2.google.com/mw-panoramio/photos/small/461915.jpg
3080,3 hours,Feature,Palm Beach Zoo,West Palm Beach,Florida,-80.0689989524,26.6672669711,3,http://mw2.google.com/mw-panoramio/photos/small/17199594.jpg
3081,,Feature,Rapids Water Park,West Palm Beach,Florida,-80.107025064,26.7710991994,4,http://mw2.google.com/mw-panoramio/photos/small/90497848.jpg
3082,,Feature,Peanut Island,West Palm Beach,Florida,-80.0460053125,26.7729978227,5,http://mw2.google.com/mw-panoramio/photos/small/33851717.jpg
3083,,Feature,Downtown West Palm Beach,West Palm Beach,Florida,-80.0501045667,26.7141922369,6,http://mw2.google.com/mw-panoramio/photos/small/43782123.jpg
3084,,Feature,Painted Bunting,West Palm Beach,Florida,-80.1674652143,26.6668983959,7,
3085,2 hours,Feature,Mounts Botanical Garden,West Palm Beach,Florida,-80.1140742424,26.6852720305,8,http://mw2.google.com/mw-panoramio/photos/small/23776618.jpg
3086,,Feature,Moonfest,West Palm Beach,Florida,-80.0534907529,26.713360092,9,
3087,,Feature,Blue Heron Bridge,West Palm Beach,Florida,-80.0437331569,26.7833576473,10,http://mw2.google.com/mw-panoramio/photos/small/43864714.jpg
3088,,Feature,Whitehall,West Palm Beach,Florida,-80.0437441474,26.7136011218,11,http://mw2.google.com/mw-panoramio/photos/small/84810450.jpg
3089,,Feature,Riviera Beach Marina,West Palm Beach,Florida,-80.0510383333,26.7727981292,12,http://mw2.google.com/mw-panoramio/photos/small/9476095.jpg
3090,,Feature,Davenport,Davenport,Iowa,-90.5746914669,41.5208274076,1,http://mw2.google.com/mw-panoramio/photos/small/94065718.jpg
3091,,Feature,Centennial Bridge,Davenport,Iowa,-90.5814867917,41.5177832167,2,http://mw2.google.com/mw-panoramio/photos/small/57416907.jpg
3092,,Feature,Moline,Davenport,Iowa,-90.517943904,41.5070363585,3,http://mw2.google.com/mw-panoramio/photos/small/68493027.jpg
3093,2.5 hours,Feature,Figge Art Museum,Davenport,Iowa,-90.5763021292,41.5207705846,4,http://mw2.google.com/mw-panoramio/photos/small/51344840.jpg
3094,,Feature,Skybridge,Davenport,Iowa,-90.5752497625,41.5200113777,5,http://mw2.google.com/mw-panoramio/photos/small/31639222.jpg
3095,1 hour,Feature,Vander Veer Park,Davenport,Iowa,-90.5750675,41.5438323815,6,http://mw2.google.com/mw-panoramio/photos/small/98933881.jpg
3096,,Feature,Modern Woodmen Park,Davenport,Iowa,-90.5827640296,41.5191079745,7,http://mw2.google.com/mw-panoramio/photos/small/45271354.jpg
3097,,Feature,Wigwam Motel,Rialto,California,-117.350017,34.1072385626,1,http://mw2.google.com/mw-panoramio/photos/small/100468437.jpg
3098,1.5-3 hours,Feature,BRUNSWICK FOOTHILL LANES,Rialto,California,-117.42865805,34.1080597,2,
3099,,Feature,Arriving at Colton,Rialto,California,-117.352976339,34.0667257219,3,
3100,,Feature,Mesilla,Las Cruces,New Mexico,-106.7954712,32.2742809154,1,http://mw2.google.com/mw-panoramio/photos/small/107456266.jpg
3101,,Feature,Basilica of San Albino,Las Cruces,New Mexico,-106.795856508,32.2747667679,2,http://mw2.google.com/mw-panoramio/photos/small/65661830.jpg
3102,,Feature,Mesilla Plaza,Las Cruces,New Mexico,-106.795386864,32.2742092277,3,http://mw2.google.com/mw-panoramio/photos/small/76225423.jpg
3103,,Feature,roadrunner,Las Cruces,New Mexico,-106.8662422,32.2821100026,4,http://mw2.google.com/mw-panoramio/photos/small/108710342.jpg
3104,,Feature,La Posta de Mesilla,Las Cruces,New Mexico,-106.794525125,32.2743444692,5,http://mw2.google.com/mw-panoramio/photos/small/2155295.jpg
3105,,Feature,Old Mesilla,Las Cruces,New Mexico,-106.795444252,32.2741943223,6,http://mw2.google.com/mw-panoramio/photos/small/31742040.jpg
3106,,Feature,La Posta,Las Cruces,New Mexico,-106.794652571,32.2742510994,7,http://mw2.google.com/mw-panoramio/photos/small/102903303.jpg
3107,,Feature,Hadley Hall@NMSU,Las Cruces,New Mexico,-106.751548267,32.2827450693,8,http://mw2.google.com/mw-panoramio/photos/small/13428187.jpg
3108,,Feature,Pigeon Point Lighthouse,San Mateo,California,-122.394061535,37.1817982553,1,http://mw2.google.com/mw-panoramio/photos/small/56358745.jpg
3109,,Feature,Stanford,San Mateo,California,-122.170032949,37.4280754155,2,http://mw2.google.com/mw-panoramio/photos/small/78741315.jpg
3110,,Feature,Palo Alto,San Mateo,California,-122.162092854,37.4455286061,3,http://mw2.google.com/mw-panoramio/photos/small/96226609.jpg
3111,,Feature,Stanford University,San Mateo,California,-122.170060019,37.4279690169,4,http://mw2.google.com/mw-panoramio/photos/small/73561140.jpg
3112,,Feature,Stanford Memorial Church,San Mateo,California,-122.1703308,37.4272857553,5,http://mw2.google.com/mw-panoramio/photos/small/249619.jpg
3113,,Feature,Googleplex,San Mateo,California,-122.084088379,37.4219533925,6,http://mw2.google.com/mw-panoramio/photos/small/57185105.jpg
3114,10-45 min,Feature,Pescadero State Beach,San Mateo,California,-122.413770274,37.2603858725,7,http://mw2.google.com/mw-panoramio/photos/small/36223725.jpg
3115,,Feature,Facebook,San Mateo,California,-122.149244327,37.4834358361,8,http://mw2.google.com/mw-panoramio/photos/small/100706954.jpg
3116,30 min,Feature,San Gregorio State Beach,San Mateo,California,-122.402894693,37.322776049,9,http://mw2.google.com/mw-panoramio/photos/small/47625295.jpg
3117,,Feature,Pescadero,San Mateo,California,-122.382882218,37.2530555631,10,http://mw2.google.com/mw-panoramio/photos/small/93534385.jpg
3118,,Feature,Hoover Tower,San Mateo,California,-122.166939487,37.4276933397,11,http://mw2.google.com/mw-panoramio/photos/small/106189068.jpg
3119,,Feature,Devil's Slide,San Mateo,California,-122.516482291,37.5757069591,12,http://mw2.google.com/mw-panoramio/photos/small/18154191.jpg
3120,,Feature,Moss Beach,San Mateo,California,-122.515524393,37.5218130455,13,http://mw2.google.com/mw-panoramio/photos/small/11074624.jpg
3121,,Feature,Pillar Point Harbor,San Mateo,California,-122.496904582,37.4978996946,14,http://mw2.google.com/mw-panoramio/photos/small/53152684.jpg
3122,,Feature,Rockaway Beach,San Mateo,California,-122.497238936,37.6097475769,15,http://mw2.google.com/mw-panoramio/photos/small/92909620.jpg
3123,,Feature,Oracle,San Mateo,California,-122.264784788,37.5291223357,16,http://mw2.google.com/mw-panoramio/photos/small/101496800.jpg
3124,,Feature,Shoreline Park,San Mateo,California,-122.088244273,37.4330915961,17,http://mw2.google.com/mw-panoramio/photos/small/47797997.jpg
3125,,Feature,Filoli,San Mateo,California,-122.310516205,37.4696680944,18,http://mw2.google.com/mw-panoramio/photos/small/1094133.jpg
3126,,Feature,Ano Nuevo,San Mateo,California,-122.312412092,37.1184886374,19,http://mw2.google.com/mw-panoramio/photos/small/5211137.jpg
3127,15 min to 1 hr,Feature,Pacifica Pier,San Mateo,California,-122.494534089,37.633384505,20,http://mw2.google.com/mw-panoramio/photos/small/101207086.jpg
3128,45 min,Feature,Pulgas Water Temple,San Mateo,California,-122.317141694,37.48334164,21,http://mw2.google.com/mw-panoramio/photos/small/107597679.jpg
3129,,Feature,Marsh,Lewisville,Texas,-96.9628453333,33.0627293968,1,
3130,,Feature,Notre Dame,South Bend,Indiana,-86.2392262427,41.7026324659,1,http://mw2.google.com/mw-panoramio/photos/small/57361893.jpg
3131,,Feature,Touchdown Jesus,South Bend,Indiana,-86.2341103736,41.7017546964,2,http://mw2.google.com/mw-panoramio/photos/small/28861493.jpg
3132,2.5 hours,Feature,Golden Dome,South Bend,Indiana,-86.2389744267,41.702862843,3,http://mw2.google.com/mw-panoramio/photos/small/14889881.jpg
3133,,Feature,Notre Dame Stadium,South Bend,Indiana,-86.2339341807,41.6991548489,4,http://mw2.google.com/mw-panoramio/photos/small/80969885.jpg
3134,,Feature,Basilica of the Sacred Heart,South Bend,Indiana,-86.2397301536,41.7025182639,5,http://mw2.google.com/mw-panoramio/photos/small/31600026.jpg
3135,,Feature,Main Building,South Bend,Indiana,-86.2389664667,41.7027314612,6,http://mw2.google.com/mw-panoramio/photos/small/49828879.jpg
3136,,Feature,Dome,South Bend,Indiana,-86.2390869667,41.702971934,7,http://mw2.google.com/mw-panoramio/photos/small/49828814.jpg
3137,,Feature,Washington Hall,South Bend,Indiana,-86.2382829444,41.7024504449,8,http://mw2.google.com/mw-panoramio/photos/small/49828915.jpg
3138,,Feature,Notre Dame University,South Bend,Indiana,-86.2392465185,41.7025371683,9,http://mw2.google.com/mw-panoramio/photos/small/60474473.jpg
3139,,Feature,Grotto,South Bend,Indiana,-86.24044125,41.703120125,10,http://mw2.google.com/mw-panoramio/photos/small/30723835.jpg
3140,3.5 hours,Feature,Hesburgh Library,South Bend,Indiana,-86.2341177143,41.7023647143,11,
3141,,Feature,Downtown South Bend,South Bend,Indiana,-86.2465905,41.6764639081,12,http://mw2.google.com/mw-panoramio/photos/small/68338550.jpg
3142,,Feature,Lakeland,Lakeland,Florida,-81.9522633972,28.0434981746,1,http://mw2.google.com/mw-panoramio/photos/small/32762970.jpg
3143,,Feature,Joker Marchant Stadium,Lakeland,Florida,-81.9511340111,28.0741735795,2,http://mw2.google.com/mw-panoramio/photos/small/57670381.jpg
3144,,Feature,Sun N Fun,Lakeland,Florida,-82.022245936,27.9857254127,3,http://mw2.google.com/mw-panoramio/photos/small/107514047.jpg
3145,1.5 hours,Feature,Hollis Gardens,Lakeland,Florida,-81.951287119,28.0421549406,4,http://mw2.google.com/mw-panoramio/photos/small/101099258.jpg
3146,,Feature,Downtown Lakeland,Lakeland,Florida,-81.953715619,28.0427307411,5,http://mw2.google.com/mw-panoramio/photos/small/26694447.jpg
3147,,Feature,CIRCLE B BAR RESERVE,Lakeland,Florida,-81.8606222302,27.9921490907,6,
3148,,Feature,Lake Mirror,Lakeland,Florida,-81.9536334583,28.0438886672,7,http://mw2.google.com/mw-panoramio/photos/small/98561134.jpg
3149,,Feature,Florida Southern College,Lakeland,Florida,-81.9486497917,28.0313192508,8,http://mw2.google.com/mw-panoramio/photos/small/26694378.jpg
3150,2 hours,Feature,Lake Parker,Lakeland,Florida,-81.9469628,28.0820722066,9,http://mw2.google.com/mw-panoramio/photos/small/34049878.jpg
3151,,Feature,Annie Pfeiffer Chapel,Lakeland,Florida,-81.948799125,28.0308412501,10,http://mw2.google.com/mw-panoramio/photos/small/29424517.jpg
3152,2 hours,Feature,Florida Air Museum,Lakeland,Florida,-82.02761625,27.9822808334,11,http://mw2.google.com/mw-panoramio/photos/small/96248297.jpg
3153,45 min,Feature,Bicentennial Tower,Erie,Pennsylvania,-80.0909347714,42.1379441201,1,http://mw2.google.com/mw-panoramio/photos/small/45185172.jpg
3154,,Feature,Erie Land Lighthouse,Erie,Pennsylvania,-80.0623389,42.1439233001,2,http://mw2.google.com/mw-panoramio/photos/small/2928468.jpg
3155,,Feature,Jerry Uht Park,Erie,Pennsylvania,-80.080219125,42.1267695085,3,http://mw2.google.com/mw-panoramio/photos/small/45185014.jpg
3156,2.5 hours,Feature,Erie Maritime Museum,Erie,Pennsylvania,-80.0869419067,42.1366952683,4,http://mw2.google.com/mw-panoramio/photos/small/39786692.jpg
3157,,Feature,Flagship Niagara,Erie,Pennsylvania,-80.0869483036,42.1368492337,5,http://mw2.google.com/mw-panoramio/photos/small/62131324.jpg
3158,2 hours,Feature,Erie Zoo,Erie,Pennsylvania,-80.076188,42.0985082611,6,http://mw2.google.com/mw-panoramio/photos/small/75686345.jpg
3159,,Feature,Mercyhurst,Erie,Pennsylvania,-80.054068,42.1047495133,7,
3160,,Feature,Warner Theater,Erie,Pennsylvania,-80.083859,42.1272613334,8,http://mw2.google.com/mw-panoramio/photos/small/17231676.jpg
3161,,Feature,Tyler,Tyler,Texas,-95.3010443854,32.3514743001,1,http://mw2.google.com/mw-panoramio/photos/small/83162457.jpg
3162,3.5 hours,Feature,Tyler Rose Garden,Tyler,Texas,-95.3216554143,32.344970192,2,http://mw2.google.com/mw-panoramio/photos/small/56781680.jpg
3163,2 hours,Feature,Caldwell Zoo,Tyler,Texas,-95.3252677857,32.3708405827,3,http://mw2.google.com/mw-panoramio/photos/small/11002561.jpg
3164,,Feature,Kyle Field,College Station,Texas,-96.3409880401,30.6100546221,1,http://mw2.google.com/mw-panoramio/photos/small/9491683.jpg
3165,,Feature,Bonfire Memorial,College Station,Texas,-96.3352718148,30.6226846112,2,http://mw2.google.com/mw-panoramio/photos/small/48627545.jpg
3166,,Feature,Academic Building,College Station,Texas,-96.341178,30.615566768,3,http://mw2.google.com/mw-panoramio/photos/small/2745626.jpg
3167,,Feature,Bush Library,College Station,Texas,-96.3536885,30.596679688,4,http://mw2.google.com/mw-panoramio/photos/small/24404447.jpg
3168,,Feature,Century Tree,College Station,Texas,-96.3413921667,30.6158967225,5,http://mw2.google.com/mw-panoramio/photos/small/41563231.jpg
3169,,Feature,Military Walk,College Station,Texas,-96.341546625,30.6151078765,6,https://farm8.staticflickr.com/7216/6891812542_292c2568ee_q.jpg
3170,,Feature,Aggie Ring,College Station,Texas,-96.3362963333,30.6086516395,7,http://mw2.google.com/mw-panoramio/photos/small/56510752.jpg
3171,,Feature,Olsen Field,College Station,Texas,-96.3412335,30.6053879167,8,http://mw2.google.com/mw-panoramio/photos/small/1058403.jpg
3172,,Feature,Administration Building,College Station,Texas,-96.33563608,30.6194353223,9,
3173,1 hour,Feature,Wolf Pen Creek Park,College Station,Texas,-96.3038803333,30.6182551878,10,http://mw2.google.com/mw-panoramio/photos/small/93542697.jpg
3174,1.5 hours,Feature,Gabbard Park,College Station,Texas,-96.3235356667,30.600386,11,http://mw2.google.com/mw-panoramio/photos/small/95416120.jpg
3175,,Feature,Research Park,College Station,Texas,-96.3599361389,30.6027834725,12,http://mw2.google.com/mw-panoramio/photos/small/92183910.jpg
3176,15-45 min,Feature,Mars Cheese Castle,Kenosha,Wisconsin,-87.9534350901,42.6146388002,1,http://mw2.google.com/mw-panoramio/photos/small/93087727.jpg
3177,,Feature,Kenosha Lighthouse,Kenosha,Wisconsin,-87.8116200382,42.5888100434,2,http://mw2.google.com/mw-panoramio/photos/small/5851218.jpg
3178,,Feature,Kenosha Harbor,Kenosha,Wisconsin,-87.8167139545,42.5887353262,3,http://mw2.google.com/mw-panoramio/photos/small/35806032.jpg
3179,,Feature,Kenosha North Pier Light,Kenosha,Wisconsin,-87.80920405,42.5881822458,4,http://mw2.google.com/mw-panoramio/photos/small/29627765.jpg
3180,1.5 hours,Feature,Kenosha Public Museum,Kenosha,Wisconsin,-87.8131748472,42.5863195981,5,http://mw2.google.com/mw-panoramio/photos/small/35073254.jpg
3181,,Feature,Gilbert M. Simmons Memorial Library,Kenosha,Wisconsin,-87.819436,42.580567,6,http://mw2.google.com/mw-panoramio/photos/small/92269523.jpg
3182,,Feature,Sope Creek,Sandy Springs,Georgia,-84.4369049167,33.9393005157,1,http://mw2.google.com/mw-panoramio/photos/small/82460823.jpg
3183,,Feature,Sigur Ros @ Chastain,Sandy Springs,Georgia,-84.3963327222,33.8766553345,2,
3184,,Feature,Island Ford,Sandy Springs,Georgia,-84.325785803,33.9910287265,3,http://mw2.google.com/mw-panoramio/photos/small/108961757.jpg
3185,,Feature,Liberty Belle,Sandy Springs,Georgia,-84.303978,33.8769863336,4,
3186,,Feature,Morgan Falls Park,Sandy Springs,Georgia,-84.3791836667,33.9718422859,5,http://mw2.google.com/mw-panoramio/photos/small/95708512.jpg
3187,2 hours,Feature,Murphey Candler Park,Sandy Springs,Georgia,-84.3226391481,33.9111416564,6,http://mw2.google.com/mw-panoramio/photos/small/59150737.jpg
3188,,Feature,Flint,Flint,Michigan,-83.690444125,43.0167821915,1,http://mw2.google.com/mw-panoramio/photos/small/3056187.jpg
3189,,Feature,Downtown Flint,Flint,Michigan,-83.6904909333,43.015945736,2,http://mw2.google.com/mw-panoramio/photos/small/100288176.jpg
3190,,Feature,Machine Shop,Flint,Michigan,-83.65354275,42.9911132504,3,
3191,2.5 hours,Feature,Sloan Museum,Flint,Michigan,-83.6784255417,43.0234896087,4,http://mw2.google.com/mw-panoramio/photos/small/45508297.jpg
3192,,Feature,Roanoke,Roanoke,Virginia,-79.9392120633,37.272606322,1,http://mw2.google.com/mw-panoramio/photos/small/108811780.jpg
