,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url
4533,,Feature,Royal Oak,Royal Oak,Michigan,-83.1448549171,42.487651938,2,http://mw2.google.com/mw-panoramio/photos/small/21647925.jpg
4534,,Feature,Butterfly,Royal Oak,Michigan,-83.1511228651,42.4764684715,3,https://farm4.staticflickr.com/3564/3520791810_74da7f23d9_q.jpg
4535,,Feature,Peacock,Royal Oak,Michigan,-83.1506068077,42.4764609645,4,
4536,,Feature,Polar Bear,Royal Oak,Michigan,-83.1605006111,42.4772309449,5,http://mw2.google.com/mw-panoramio/photos/small/85475374.jpg
4537,,Feature,Giraffe,Royal Oak,Michigan,-83.1500362857,42.4764792422,6,
4538,,Feature,Bald Eagle,Royal Oak,Michigan,-83.1498266429,42.4762091456,7,
4539,,Feature,Seal,Royal Oak,Michigan,-83.148789,42.4762511376,8,
4540,,Feature,Zoo Boo,Royal Oak,Michigan,-83.1530664861,42.4767639725,9,
4541,,Feature,Arts Beats & Eats,Royal Oak,Michigan,-83.1465583951,42.4857588976,10,
4542,,Feature,Des Plaines Theater,Des Plaines,Illinois,-87.887240875,42.0416252501,1,
4543,,Feature,Big Bend Lake,Des Plaines,Illinois,-87.8746014059,42.0516163182,2,http://mw2.google.com/mw-panoramio/photos/small/74700568.jpg
4544,,Feature,Downtown Des Plaines,Des Plaines,Illinois,-87.8871019509,42.0412220224,3,http://mw2.google.com/mw-panoramio/photos/small/29630209.jpg
4545,,Feature,All Saints Cemetery,Des Plaines,Illinois,-87.8941705248,42.0628113952,4,http://mw2.google.com/mw-panoramio/photos/small/61396152.jpg
4546,,Feature,Deval,Des Plaines,Illinois,-87.899567625,42.0465680417,5,
4547,,Feature,Axehead lake 2,Des Plaines,Illinois,-87.8650365423,42.0074354715,6,http://mw2.google.com/mw-panoramio/photos/small/29325163.jpg
4548,,Feature,Lake Opeka,Des Plaines,Illinois,-87.8978210952,42.0159660477,7,http://mw2.google.com/mw-panoramio/photos/small/29736460.jpg
4549,,Feature,Mt. Helix,La Mesa,California,-116.983381925,32.7670760417,1,http://mw2.google.com/mw-panoramio/photos/small/34937968.jpg
4550,,Feature,Lake Murray,La Mesa,California,-117.040921149,32.7863213707,2,http://mw2.google.com/mw-panoramio/photos/small/97961502.jpg
4551,,Feature,Tampier Lake,Orland Park,Illinois,-87.9067552304,41.6484156274,1,http://mw2.google.com/mw-panoramio/photos/small/59142069.jpg
4552,1 hour,Feature,Smothers Park,Owensboro,Kentucky,-87.1114006429,37.7762868573,1,http://mw2.google.com/mw-panoramio/photos/small/25289241.jpg
4553,1.5 hours,Feature,Museum of Osteology,Moore,Oklahoma,-97.441803,35.3647304445,1,
4554,,Feature,Juno Beach,Jupiter,Florida,-80.0565397413,26.8933077144,1,http://mw2.google.com/mw-panoramio/photos/small/82445981.jpg
4555,,Feature,Jupiter Lighthouse,Jupiter,Florida,-80.0820313596,26.9486120351,2,http://mw2.google.com/mw-panoramio/photos/small/107801463.jpg
4556,,Feature,Jupiter Inlet,Jupiter,Florida,-80.071835525,26.9435625255,3,http://mw2.google.com/mw-panoramio/photos/small/48235204.jpg
4557,,Feature,Juno Beach Pier,Jupiter,Florida,-80.0570772778,26.8932027778,4,http://mw2.google.com/mw-panoramio/photos/small/7612716.jpg
4558,,Feature,Jupiter Beach,Jupiter,Florida,-80.0713172407,26.9416778478,5,http://mw2.google.com/mw-panoramio/photos/small/7851396.jpg
4559,1.5 hours,Feature,DuBois Park,Jupiter,Florida,-80.074368713,26.9434834641,6,http://mw2.google.com/mw-panoramio/photos/small/48827951.jpg
4560,,Feature,Coral Cove Park Sunrise,Jupiter,Florida,-80.0773839556,26.9619719335,7,http://mw2.google.com/mw-panoramio/photos/small/32167486.jpg
4561,,Feature,Jupiter Island,Jupiter,Florida,-80.0777724405,26.962344768,8,
4562,,Feature,Idaho Falls,Idaho Falls,Idaho,-112.044286611,43.4948443157,1,http://mw2.google.com/mw-panoramio/photos/small/51247287.jpg
4563,,Feature,Idaho Falls Temple,Idaho Falls,Idaho,-112.043251523,43.498996775,2,http://mw2.google.com/mw-panoramio/photos/small/11605279.jpg
4564,,Feature,Dubuque County Courthouse,Dubuque,Iowa,-90.6645792909,42.5006608317,1,http://mw2.google.com/mw-panoramio/photos/small/82332337.jpg
4565,,Feature,Shot Tower,Dubuque,Iowa,-90.6539250111,42.49981636,2,http://mw2.google.com/mw-panoramio/photos/small/45273620.jpg
4566,,Feature,Dubuque Star Brewery,Dubuque,Iowa,-90.6539022778,42.4991120565,3,http://mw2.google.com/mw-panoramio/photos/small/97181405.jpg
4567,,Feature,East Cabin,Dubuque,Iowa,-90.644237625,42.4917980577,4,
4568,2 hours,Feature,National Mississippi River Museum & Aquarium,Dubuque,Iowa,-90.6591921879,42.4958443165,5,http://mw2.google.com/mw-panoramio/photos/small/109941331.jpg
4569,,Feature,Snowy Owl,Rowlett,Texas,-96.5134578333,32.8727100424,1,
4570,,Feature,Peacock,Arcadia,California,-118.052684,34.1437898643,1,http://mw2.google.com/mw-panoramio/photos/small/75540910.jpg
4571,2 hours,Feature,Los Angeles Arboretum,Arcadia,California,-118.052051589,34.1438153206,2,http://mw2.google.com/mw-panoramio/photos/small/39445156.jpg
4572,45 min to 4 hr,Feature,Santa Anita,Arcadia,California,-118.045325444,34.1388976571,3,http://mw2.google.com/mw-panoramio/photos/small/107282547.jpg
4573,,Feature,A day at the races,Arcadia,California,-118.044870231,34.1400362391,4,http://mw2.google.com/mw-panoramio/photos/small/67019830.jpg
4574,,Feature,Queen Anne Cottage,Arcadia,California,-118.053490658,34.1422519803,5,http://mw2.google.com/mw-panoramio/photos/small/101575840.jpg
4575,,Feature,Din Tai Fung,Arcadia,California,-118.054304938,34.1272261251,6,http://mw2.google.com/mw-panoramio/photos/small/104668745.jpg
4576,,Feature,Sierra Madre,Arcadia,California,-118.054061167,34.1619147922,7,http://mw2.google.com/mw-panoramio/photos/small/13794603.jpg
4577,,Feature,Aztec Hotel,Arcadia,California,-118.005884283,34.1514363335,8,
4578,,Feature,Monrovia High School,Arcadia,California,-118.017121778,34.147140825,9,http://mw2.google.com/mw-panoramio/photos/small/28202316.jpg
4579,1.5 hours,Feature,Marymoor Park,Redmond,Washington,-122.122827843,47.6620554861,1,http://mw2.google.com/mw-panoramio/photos/small/46556.jpg
4580,25 min to 2 hr,Feature,Redmond Town Center,Redmond,Washington,-122.120253833,47.6703820667,2,http://mw2.google.com/mw-panoramio/photos/small/12345780.jpg
4581,45 min,Feature,Idylwood Park,Redmond,Washington,-122.102909235,47.6432963661,3,http://mw2.google.com/mw-panoramio/photos/small/42601010.jpg
4582,,Feature,The Commons,Redmond,Washington,-122.1371448,47.6443259787,4,http://mw2.google.com/mw-panoramio/photos/small/100543658.jpg
4583,,Feature,Malt & Vine,Redmond,Washington,-122.11526275,47.67124375,5,
4584,20 min to 2 hr,Feature,Microsoft Visitor Center,Redmond,Washington,-122.136963844,47.6420962816,6,
4585,1 hour,Feature,Farrel-Mc Whirter Park,Redmond,Washington,-122.079943798,47.6941454338,7,http://mw2.google.com/mw-panoramio/photos/small/22475936.jpg
4586,,Feature,RedWest Campus,Redmond,Washington,-122.139798509,47.6591792956,8,http://mw2.google.com/mw-panoramio/photos/small/86662179.jpg
4587,,Feature,Lake Elsinore,Lake Elsinore,California,-117.396645528,33.6560052474,1,http://mw2.google.com/mw-panoramio/photos/small/992844.jpg
4588,,Feature,Marion Theatre,Ocala,Florida,-82.137038026,29.1857504156,1,http://mw2.google.com/mw-panoramio/photos/small/27019948.jpg
4589,,Feature,Painted Horse,Ocala,Florida,-82.1365467411,29.1867060983,2,http://mw2.google.com/mw-panoramio/photos/small/106711314.jpg
4590,,Feature,Tinley Park,Tinley Park,Illinois,-87.7840595625,41.575991068,1,http://mw2.google.com/mw-panoramio/photos/small/89789451.jpg
4591,15 min to 1.5 hr,Feature,Sun Glow Pier,Port Orange,Florida,-80.9645492222,29.1466486396,1,http://mw2.google.com/mw-panoramio/photos/small/78613053.jpg
4592,,Feature,Crabby Joes,Port Orange,Florida,-80.9644887,29.1467151668,2,http://mw2.google.com/mw-panoramio/photos/small/10266632.jpg
4593,,Feature,Davis Square,Medford,Massachusetts,-71.122526406,42.3966453634,1,http://mw2.google.com/mw-panoramio/photos/small/19020908.jpg
4594,,Feature,Somerville Theater,Medford,Massachusetts,-71.1227843654,42.3967187693,2,http://mw2.google.com/mw-panoramio/photos/small/99589482.jpg
4595,,Feature,Medford,Medford,Massachusetts,-71.1119313671,42.4181851016,3,http://mw2.google.com/mw-panoramio/photos/small/46498051.jpg
4596,,Feature,Wright's Tower,Medford,Massachusetts,-71.1049250417,42.43272975,4,http://mw2.google.com/mw-panoramio/photos/small/35387441.jpg
4597,,Feature,Powderhouse,Medford,Massachusetts,-71.1163228173,42.4002241982,5,http://mw2.google.com/mw-panoramio/photos/small/28786300.jpg
4598,,Feature,Tufts University,Medford,Massachusetts,-71.1200461944,42.407681742,6,http://mw2.google.com/mw-panoramio/photos/small/76862069.jpg
4599,,Feature,Davis,Medford,Massachusetts,-71.12240265,42.3966564504,7,
4600,,Feature,Johnny D's,Medford,Massachusetts,-71.1229036,42.3971150006,8,https://farm2.staticflickr.com/1555/24972387924_f5b6e2fe9f_q.jpg
4601,,Feature,Winchester,Medford,Massachusetts,-71.136200963,42.4526883413,9,http://mw2.google.com/mw-panoramio/photos/small/88830397.jpg
4602,,Feature,Teele Square,Medford,Massachusetts,-71.1270682773,42.4030974807,10,http://mw2.google.com/mw-panoramio/photos/small/28289473.jpg
4603,,Feature,Honk!,Medford,Massachusetts,-71.1224095278,42.3965874169,11,https://farm9.staticflickr.com/8321/8072699300_74c575fab5_q.jpg
4604,,Feature,Spy Pond,Medford,Massachusetts,-71.1496044444,42.4094193334,12,http://mw2.google.com/mw-panoramio/photos/small/60699569.jpg
4605,,Feature,Medford Square,Medford,Massachusetts,-71.110049125,42.4182910008,13,http://mw2.google.com/mw-panoramio/photos/small/46498631.jpg
4606,,Feature,ArtBeat,Medford,Massachusetts,-71.1223940833,42.3965278894,14,https://farm6.staticflickr.com/5586/14640325938_e967ddf4aa_q.jpg
4607,,Feature,Middlesex Fells Reservation,Medford,Massachusetts,-71.105822875,42.4325743138,15,http://mw2.google.com/mw-panoramio/photos/small/7712170.jpg
4608,,Feature,Rocky Mount,Rocky Mount,North Carolina,-77.7968984643,35.9391784863,1,
4609,2 hours,Feature,Butterfly World,Coconut Creek,Florida,-80.1712940536,26.2683389326,1,http://mw2.google.com/mw-panoramio/photos/small/20475553.jpg
4610,,Feature,Six Flags America,Bowie,Maryland,-76.7735485167,38.9075950897,1,http://mw2.google.com/mw-panoramio/photos/small/89577937.jpg
4611,,Feature,Bowie Baysox,Bowie,Maryland,-76.7095078889,38.9450005562,2,http://mw2.google.com/mw-panoramio/photos/small/53767285.jpg
4612,,Feature,Cermak Plaza,Berwyn,Illinois,-87.8029715417,41.8487370901,1,http://mw2.google.com/mw-panoramio/photos/small/15345856.jpg
4613,2 hours,Feature,Mile Square Park,Fountain Valley,California,-117.940579644,33.7293718578,1,http://mw2.google.com/mw-panoramio/photos/small/68990816.jpg
4614,1 hour,Feature,Gillespie Dam Bridge,Buckeye,Arizona,-112.768215,33.227475001,1,http://mw2.google.com/mw-panoramio/photos/small/102416347.jpg
4615,3.5 hours,Feature,Henry Ford Museum,Dearborn Heights,Michigan,-83.2339359044,42.303578362,1,http://mw2.google.com/mw-panoramio/photos/small/31199815.jpg
4616,,Feature,Dymaxion House,Dearborn Heights,Michigan,-83.2342175,42.3032960008,2,https://farm9.staticflickr.com/8447/7796039028_056a1202b0_q.jpg
4617,,Feature,Wienermobile,Dearborn Heights,Michigan,-83.233851,42.3033609055,3,
4618,,Feature,Loranger Gristmill,Dearborn Heights,Michigan,-83.2305916,42.3059599503,4,http://mw2.google.com/mw-panoramio/photos/small/14516682.jpg
4619,,Feature,Cotswold Cottage,Dearborn Heights,Michigan,-83.2222177778,42.3037631113,5,http://mw2.google.com/mw-panoramio/photos/small/94492752.jpg
4620,,Feature,Rosa Parks Bus,Dearborn Heights,Michigan,-83.2339476875,42.3035161877,6,
4621,,Feature,Firestone Farm,Dearborn Heights,Michigan,-83.2328518542,42.3061347191,7,http://mw2.google.com/mw-panoramio/photos/small/71290790.jpg
4622,,Feature,Martha-Mary Chapel,Dearborn Heights,Michigan,-83.2257692292,42.3071010542,8,http://mw2.google.com/mw-panoramio/photos/small/43716208.jpg
4623,,Feature,Eagle Tavern,Dearborn Heights,Michigan,-83.2265580619,42.3070036906,9,http://mw2.google.com/mw-panoramio/photos/small/51456497.jpg
4624,,Feature,Islamic Center of America,Dearborn Heights,Michigan,-83.2295678889,42.3298450189,10,http://mw2.google.com/mw-panoramio/photos/small/92573019.jpg
4625,,Feature,Wright Cycle Shop,Dearborn Heights,Michigan,-83.228371,42.3054439334,11,http://mw2.google.com/mw-panoramio/photos/small/43716103.jpg
4626,,Feature,Henry Ford Estate,Dearborn Heights,Michigan,-83.2320836038,42.3145288012,12,http://mw2.google.com/mw-panoramio/photos/small/92154223.jpg
4627,,Feature,Ride in a Ford,Dearborn Heights,Michigan,-83.2289579,42.3057865345,13,https://farm3.staticflickr.com/2813/10768899533_0ef60a58c7_q.jpg
4628,,Feature,Trainyard at Greenfield,Dearborn Heights,Michigan,-83.2291883333,42.3063156696,14,
4629,,Feature,Noblesville,Noblesville,Indiana,-86.0140249167,40.0454917064,1,http://mw2.google.com/mw-panoramio/photos/small/75825899.jpg
4630,,Feature,Hamilton County Courthouse,Noblesville,Indiana,-86.0143674048,40.0461115955,2,http://mw2.google.com/mw-panoramio/photos/small/101637082.jpg
4631,,Feature,Lowndes County Courthouse,Valdosta,Georgia,-83.2790901533,30.8322154204,1,http://mw2.google.com/mw-panoramio/photos/small/84528993.jpg
4632,,Feature,Cal Poly Pomona,Diamond Bar,California,-117.820659537,34.0574240197,1,http://mw2.google.com/mw-panoramio/photos/small/4749792.jpg
4633,,Feature,CLA,Diamond Bar,California,-117.819825292,34.0596408355,2,
4634,,Feature,Kansas State University,Manhattan,Kansas,-96.5800270684,39.1884530994,1,http://mw2.google.com/mw-panoramio/photos/small/63104533.jpg
4635,,Feature,Santee Lakes,Santee,California,-117.007609184,32.8592330195,1,http://mw2.google.com/mw-panoramio/photos/small/98680158.jpg
4636,,Feature,Sanford,Sanford,Florida,-81.2674787564,28.8139882731,1,http://mw2.google.com/mw-panoramio/photos/small/58237755.jpg
4637,2.5 hours,Feature,Carillon Park,Kettering,Ohio,-84.2004345595,39.7292553388,1,http://mw2.google.com/mw-panoramio/photos/small/21635023.jpg
4638,,Feature,Sandhill cranes,Decatur,Alabama,-86.9521426417,34.5482027513,1,http://mw2.google.com/mw-panoramio/photos/small/83967673.jpg
4639,,Feature,Wheeler,Decatur,Alabama,-86.9525556667,34.5482436751,2,
4640,2 hours,Feature,Mounds State Park,Anderson,Indiana,-85.6210838778,40.0969692448,1,http://mw2.google.com/mw-panoramio/photos/small/19637287.jpg
4641,,Feature,Corvallis,Corvallis,Oregon,-123.260850127,44.5640217449,1,http://mw2.google.com/mw-panoramio/photos/small/61358469.jpg
4642,,Feature,Reser Stadium,Corvallis,Oregon,-123.280540917,44.5596397551,2,http://mw2.google.com/mw-panoramio/photos/small/18963395.jpg
4643,,Feature,Benton County Courthouse,Corvallis,Oregon,-123.261976545,44.5651075459,3,http://mw2.google.com/mw-panoramio/photos/small/10700614.jpg
4644,3 hours,Feature,Valley Library,Corvallis,Oregon,-123.275863333,44.565555224,4,http://mw2.google.com/mw-panoramio/photos/small/3307763.jpg
4645,,Feature,Oregon State University,Corvallis,Oregon,-123.277908785,44.5654042442,5,http://mw2.google.com/mw-panoramio/photos/small/98948825.jpg
4646,,Feature,da Vinci Days,Corvallis,Oregon,-123.271387725,44.5658038893,6,
4647,,Feature,Bald Hill,Corvallis,Oregon,-123.336037556,44.5652000006,7,
4648,,Feature,Claremont,Eastvale,California,-117.718717627,34.0948956244,1,http://mw2.google.com/mw-panoramio/photos/small/90439029.jpg
4649,45 min to 2.5 hr,Feature,Victoria Gardens,Eastvale,California,-117.532734256,34.111723987,2,http://mw2.google.com/mw-panoramio/photos/small/29105639.jpg
4650,,Feature,Pomona College,Eastvale,California,-117.712955379,34.0986295987,3,http://mw2.google.com/mw-panoramio/photos/small/32980359.jpg
4651,1.5-3 hours,Feature,BRUNSWICK FOOTHILL LANES,Eastvale,California,-117.42865805,34.1080597,4,
4652,2 hours,Feature,Planes of Fame,Eastvale,California,-117.640270971,33.981762543,5,http://mw2.google.com/mw-panoramio/photos/small/60394445.jpg
4653,,Feature,INLAND EMPIRE AUTISM SOCIETY,Eastvale,California,-117.517748875,33.8890670626,6,
4654,2 hours,Feature,Yanks Air Museum,Eastvale,California,-117.64615875,33.978787375,7,
4655,,Feature,Claremont Colleges,Eastvale,California,-117.712245784,34.1016209065,8,http://mw2.google.com/mw-panoramio/photos/small/71655330.jpg
4656,2.5 hours,Feature,Rancho Santa Ana Botanic Garden,Eastvale,California,-117.714282317,34.1114510688,9,http://mw2.google.com/mw-panoramio/photos/small/89615296.jpg
4657,,Feature,Scripps College,Eastvale,California,-117.709785978,34.1032970495,10,https://farm9.staticflickr.com/8086/8582294269_282101f08f_q.jpg
4658,1.5 hours,Feature,California Citrus State Historic Park,Eastvale,California,-117.4243155,33.8974861671,11,http://mw2.google.com/mw-panoramio/photos/small/24705739.jpg
4659,,Feature,THE ARC OF RIVERSIDE COUNTY,Eastvale,California,-117.410329667,33.9207845833,12,
4660,,Feature,Yale University,West Haven,Connecticut,-72.9286038442,41.3099160358,1,http://mw2.google.com/mw-panoramio/photos/small/87542145.jpg
4661,,Feature,New Haven,West Haven,Connecticut,-72.9255319437,41.2974308214,2,http://mw2.google.com/mw-panoramio/photos/small/36644870.jpg
4662,,Feature,Beinecke Rare Book and Manuscript Library,West Haven,Connecticut,-72.9272851068,41.3115513725,3,http://mw2.google.com/mw-panoramio/photos/small/5408985.jpg
4663,,Feature,Grove Street Cemetery,West Haven,Connecticut,-72.9268793889,41.3129484464,4,http://mw2.google.com/mw-panoramio/photos/small/101551050.jpg
4664,1.5 hours,Feature,Yale University Art Gallery,West Haven,Connecticut,-72.9309915515,41.308448579,5,http://mw2.google.com/mw-panoramio/photos/small/855701.jpg
4665,,Feature,Harkness Tower,West Haven,Connecticut,-72.9295911364,41.3092093184,6,http://mw2.google.com/mw-panoramio/photos/small/4443993.jpg
4666,,Feature,Old Campus,West Haven,Connecticut,-72.9286703,41.3089185018,7,http://mw2.google.com/mw-panoramio/photos/small/76663349.jpg
4667,3 hours,Feature,Sterling Memorial Library,West Haven,Connecticut,-72.9284313385,41.3109790232,8,http://mw2.google.com/mw-panoramio/photos/small/26182241.jpg
4668,,Feature,Union Station,West Haven,Connecticut,-72.9265762667,41.2975798669,9,http://mw2.google.com/mw-panoramio/photos/small/5396229.jpg
4669,30 min,Feature,New Haven Green,West Haven,Connecticut,-72.9260593148,41.3072169454,10,http://mw2.google.com/mw-panoramio/photos/small/36010799.jpg
4670,,Feature,Yale Bowl,West Haven,Connecticut,-72.960434875,41.3127330951,11,http://mw2.google.com/mw-panoramio/photos/small/21569339.jpg
4671,,Feature,Yale Law School,West Haven,Connecticut,-72.9279375312,41.3117999798,12,https://farm8.staticflickr.com/7389/13021321523_9bf203edfe_q.jpg
4672,2 hours,Feature,Yale Center for British Art,West Haven,Connecticut,-72.9309343429,41.3078953,13,https://farm8.staticflickr.com/7332/10801021034_3f8fe0cfca_q.jpg
4673,,Feature,Woolsey Hall,West Haven,Connecticut,-72.926339963,41.3114640282,14,http://mw2.google.com/mw-panoramio/photos/small/7932658.jpg
4674,,Feature,Kings X at Toad's Place,West Haven,Connecticut,-72.9295692,41.3116184001,15,https://farm5.staticflickr.com/4092/5084106289_65d3c4d080_q.jpg
4675,,Feature,Yale University New Haven,West Haven,Connecticut,-72.9283500417,41.3087222096,16,http://mw2.google.com/mw-panoramio/photos/small/33682143.jpg
